"id","commodity","classification","grade","sex","market","wholesale","retail","supply_volume","county","date"
521,"Wheat","-","-","-","Bungoma town","110.00/Kg","150.00/Kg","500.00","Bungoma","2023-06-23"
522,"Wheat","-","-","-","Nyahururu Municipal Market","61.11/Kg","65.00/Kg","10000.00","Laikipia","2023-06-23"
523,"Wheat","-","-","-","Nakuru Wakulima","61.11/Kg"," - ",NULL,"Nakuru","2023-06-23"
524,"Wheat","-","-","-","Nakuru Top Market"," - ","130.00/Kg",NULL,"Nakuru","2023-06-23"
525,"Wheat","-","-","-","Gikomba"," - ","100.00/Kg",NULL,"Nairobi","2023-06-23"
526,"Wheat","-","-","-","Kawangware","83.33/Kg","90.00/Kg",NULL,"Nairobi","2023-06-23"
527,"Wheat","-","-","-","Mois Bridge","80.00/Kg","100.00/Kg","300.00","Uasin-Gishu","2023-06-22"
528,"Wheat","-","-","-","Kibuye"," - ","75.00/Kg",NULL,"Kisumu","2023-06-22"
529,"Wheat","-","-","-","Nakuru Top Market"," - ","130.00/Kg",NULL,"Nakuru","2023-06-22"
530,"Wheat","-","-","-","Kitale Municipality Market","125.00/Kg","150.00/Kg","180.00","Trans-Nzoia","2023-06-22"
531,"Wheat","-","-","-","Nakuru Wakulima","61.11/Kg"," - ",NULL,"Nakuru","2023-06-22"
532,"Wheat","-","-","-","Gikomba"," - ","100.00/Kg",NULL,"Nairobi","2023-06-22"
533,"Wheat","-","-","-","Kawangware","83.33/Kg","90.00/Kg","90.00","Nairobi","2023-06-22"
534,"Wheat","-","-","-","Nyeri open air","68.89/Kg","90.00/Kg",NULL,"Nyeri","2023-06-21"
535,"Wheat","-","-","-","Nanyuki Open Air Market","72.22/Kg","80.00/Kg","2800.00","Laikipia","2023-06-21"
536,"Wheat","-","-","-","Cheptiret - Uasin Gishu","80.00/Kg","85.00/Kg","3000.00","Uasin-Gishu","2023-06-21"
537,"Wheat","-","-","-","Nakuru Wakulima","61.11/Kg"," - ",NULL,"Nakuru","2023-06-21"
538,"Wheat","-","-","-","Chaka","61.11/Kg","80.00/Kg",NULL,"Nyeri","2023-06-21"
539,"Wheat","-","-","-","Kawangware","83.33/Kg","90.00/Kg",NULL,"Nairobi","2023-06-21"
540,"Wheat","-","-","-","Maua","77.78/Kg","100.00/Kg","4500.00","Meru","2023-06-20"
541,"Wheat","-","-","-","Kawangware","83.33/Kg","90.00/Kg",NULL,"Nairobi","2023-06-20"
542,"Wheat","-","-","-","Nakuru Wakulima","61.11/Kg"," - ",NULL,"Nakuru","2023-06-20"
543,"Wheat","-","-","-","Gikomba"," - ","100.00/Kg",NULL,"Nairobi","2023-06-20"
544,"Wheat","-","-","-","Chuka","60.00/Kg","100.00/Kg","500.00","Tharaka-Nithi","2023-06-20"
545,"Wheat","-","-","-","Kitale Municipality Market","125.00/Kg","150.00/Kg","270.00","Trans-Nzoia","2023-06-19"
546,"Wheat","-","-","-","Nakuru Wakulima","61.11/Kg"," - ",NULL,"Nakuru","2023-06-19"
547,"Wheat","-","-","-","Othaya","66.67/Kg","100.00/Kg","900.00","Nyeri","2023-06-19"
548,"Wheat","-","-","-","Gikomba"," - ","100.00/Kg",NULL,"Nairobi","2023-06-19"
549,"Wheat","-","-","-","Naivasha Market","80.00/Kg","100.00/Kg",NULL,"Nakuru","2023-06-19"
550,"Wheat","-","-","-","Ikonge"," - ","83.33/Kg","630.00","Nyamira","2023-06-18"
551,"Wheat","-","-","-","Kiminini - Kitale","125.00/Kg","150.00/Kg","50.00","Trans-Nzoia","2023-06-18"
552,"Wheat","-","-","-","Kibuye"," - ","75.00/Kg",NULL,"Kisumu","2023-06-18"
553,"Wheat","-","-","-","Nakuru Wakulima","66.67/Kg"," - ",NULL,"Nakuru","2023-06-16"
554,"Wheat","-","-","-","Bungoma town","125.00/Kg","150.00/Kg","650.00","Bungoma","2023-06-16"
555,"Wheat","-","-","-","Kitale Municipality Market","115.00/Kg","125.00/Kg","180.00","Trans-Nzoia","2023-06-16"
556,"Wheat","-","-","-","Kibuye"," - ","75.00/Kg",NULL,"Kisumu","2023-06-15"
557,"Wheat","-","-","-","Nakuru Top Market"," - ","130.00/Kg",NULL,"Nakuru","2023-06-15"
558,"Wheat","-","-","-","Nakuru Wakulima","61.11/Kg"," - ",NULL,"Nakuru","2023-06-15"
559,"Wheat","-","-","-","Gikomba","62.22/Kg","100.00/Kg",NULL,"Nairobi","2023-06-15"
560,"Wheat","-","-","-","Nyeri open air","71.11/Kg","90.00/Kg",NULL,"Nyeri","2023-06-14"
561,"Wheat","-","-","-","Kitale Municipality Market","75.00/Kg","100.00/Kg","360.00","Trans-Nzoia","2023-06-14"
562,"Wheat","-","-","-","Mpeketoni","150.00/Kg","200.00/Kg","150.00","Lamu","2023-06-14"
563,"Wheat","-","-","-","Nanyuki Open Air Market","72.22/Kg","85.00/Kg","4500.00","Laikipia","2023-06-14"
564,"Wheat","-","-","-","Nakuru Top Market"," - ","130.00/Kg",NULL,"Nakuru","2023-06-14"
565,"Wheat","-","-","-","Chaka","61.11/Kg","80.00/Kg",NULL,"Nyeri","2023-06-14"
566,"Wheat","-","-","-","Naivasha Market","80.00/Kg","100.00/Kg",NULL,"Nakuru","2023-06-13"
567,"Wheat","-","-","-","Kitale Municipality Market","90.00/Kg","100.00/Kg","270.00","Trans-Nzoia","2023-06-13"
568,"Wheat","-","-","-","Nakuru Top Market"," - ","130.00/Kg",NULL,"Nakuru","2023-06-13"
569,"Wheat","-","-","-","Maua","77.78/Kg","100.00/Kg","4050.00","Meru","2023-06-13"
570,"Wheat","-","-","-","Cheptiret - Uasin Gishu","100.00/Kg","110.00/Kg","3000.00","Uasin-Gishu","2023-06-13"
571,"Wheat","-","-","-","Bondeni","85.00/Kg","100.00/Kg","270.00","Trans-Nzoia","2023-06-13"
572,"Wheat","-","-","-","Kitale Municipality Market","100.00/Kg","125.00/Kg","180.00","Trans-Nzoia","2023-06-12"
573,"Wheat","-","-","-","Nakuru Wakulima","66.67/Kg"," - ",NULL,"Nakuru","2023-06-12"
574,"Wheat","-","-","-","Othaya","66.67/Kg","90.00/Kg","900.00","Nyeri","2023-06-12"
575,"Wheat","-","-","-","Eldoret Main","90.00/Kg","100.00/Kg","2700.00","Uasin-Gishu","2023-06-12"
576,"Wheat","-","-","-","Kibuye"," - ","75.00/Kg",NULL,"Kisumu","2023-06-11"
577,"Wheat","-","-","-","Kiminini - Kitale","90.00/Kg","125.00/Kg","600.00","Trans-Nzoia","2023-06-11"
578,"Wheat","-","-","-","Bungoma town","125.00/Kg","150.00/Kg","700.00","Bungoma","2023-06-09"
579,"Wheat","-","-","-","Nyahururu Municipal Market","61.11/Kg","65.00/Kg","10000.00","Laikipia","2023-06-09"
580,"Wheat","-","-","-","Nakuru Wakulima","66.67/Kg"," - ",NULL,"Nakuru","2023-06-09"
581,"Wheat","-","-","-","Naivasha Market","80.00/Kg","100.00/Kg",NULL,"Nakuru","2023-06-09"
582,"Wheat","-","-","-","Nakuru Wakulima","61.11/Kg"," - ",NULL,"Nakuru","2023-06-08"
583,"Wheat","-","-","-","Kitale Municipality Market","88.89/Kg","125.00/Kg","360.00","Trans-Nzoia","2023-06-08"
584,"Wheat","-","-","-","Nyeri open air","71.11/Kg","90.00/Kg",NULL,"Nyeri","2023-06-07"
585,"Wheat","-","-","-","Nanyuki Open Air Market","66.67/Kg","80.00/Kg","2500.00","Laikipia","2023-06-07"
586,"Wheat","-","-","-","Nakuru Wakulima","61.11/Kg"," - ",NULL,"Nakuru","2023-06-07"
587,"Wheat","-","-","-","Cheptiret - Uasin Gishu","100.00/Kg","110.00/Kg","3000.00","Uasin-Gishu","2023-06-07"
588,"Wheat","-","-","-","Kilingili","91.67/Kg","105.00/Kg","4000.00","Vihiga","2023-06-07"
589,"Wheat","-","-","-","Mpeketoni","150.00/Kg","200.00/Kg","135.00","Lamu","2023-06-07"
590,"Wheat","-","-","-","Nakuru Wakulima","61.11/Kg"," - ",NULL,"Nakuru","2023-06-06"
591,"Wheat","-","-","-","Maua","77.78/Kg","100.00/Kg","4500.00","Meru","2023-06-06"
592,"Wheat","-","-","-","Gikomba","120.00/Kg","100.00/Kg",NULL,"Nairobi","2023-06-06"
593,"Wheat","-","-","-","Bondeni","110.00/Kg","125.00/Kg","180.00","Trans-Nzoia","2023-06-06"
594,"Wheat","-","-","-","Kitale Municipality Market","115.00/Kg","125.00/Kg","180.00","Trans-Nzoia","2023-06-05"
595,"Wheat","-","-","-","Eldama Ravine","48.00/Kg","80.00/Kg","180.00","Baringo","2023-06-05"
596,"Wheat","-","-","-","Limuru Rongai Market"," - ","110.00/Kg",NULL,"Kiambu","2023-06-05"
597,"Wheat","-","-","-","Nakuru Wakulima","61.11/Kg"," - ",NULL,"Nakuru","2023-06-05"
598,"Wheat","-","-","-","Othaya","66.67/Kg","90.00/Kg","1800.00","Nyeri","2023-06-05"
599,"Wheat","-","-","-","Kitale Municipality Market","100.00/Kg","125.00/Kg","90.00","Trans-Nzoia","2023-06-02"
600,"Wheat","-","-","-","Nakuru Wakulima","61.11/Kg"," - ",NULL,"Nakuru","2023-06-02"
601,"Wheat","-","-","-","Naivasha Market","80.00/Kg","100.00/Kg",NULL,"Nakuru","2023-06-01"
602,"Wheat","-","-","-","Nanyuki Open Air Market","72.22/Kg","80.00/Kg","2500.00","Laikipia","2023-05-31"
603,"Wheat","-","-","-","Elwak Market","112.50/Kg","140.00/Kg","2064.00","Mandera","2023-05-31"
604,"Wheat","-","-","-","Nakuru Wakulima","61.11/Kg"," - ",NULL,"Nakuru","2023-05-31"
605,"Wheat","-","-","-","Cheptiret - Uasin Gishu","100.00/Kg","115.00/Kg","3000.00","Uasin-Gishu","2023-05-31"
606,"Wheat","-","-","-","Nyeri open air","68.89/Kg","90.00/Kg",NULL,"Nyeri","2023-05-31"
607,"Wheat","-","-","-","Chaka","66.67/Kg","85.00/Kg",NULL,"Nyeri","2023-05-31"
608,"Wheat","-","-","-","Kitale Municipality Market","88.89/Kg","125.00/Kg","400.00","Trans-Nzoia","2023-05-30"
609,"Wheat","-","-","-","Nakuru Wakulima","61.11/Kg"," - ",NULL,"Nakuru","2023-05-30"
610,"Wheat","-","-","-","Nyahururu Municipal Market","61.11/Kg","65.00/Kg","10000.00","Laikipia","2023-05-30"
611,"Wheat","-","-","-","Maua","77.78/Kg","100.00/Kg","6300.00","Meru","2023-05-30"
612,"Wheat","-","-","-","Bondeni","88.89/Kg","125.00/Kg","300.00","Trans-Nzoia","2023-05-30"
613,"Wheat","-","-","-","Mois Bridge","72.00/Kg","110.00/Kg","1000.00","Uasin-Gishu","2023-05-29"
614,"Wheat","-","-","-","Nakuru Wakulima","66.67/Kg"," - ",NULL,"Nakuru","2023-05-29"
615,"Wheat","-","-","-","Othaya","66.67/Kg","90.00/Kg","2700.00","Nyeri","2023-05-29"
616,"Wheat","-","-","-","Kibuye"," - ","85.00/Kg",NULL,"Kisumu","2023-05-28"
617,"Wheat","-","-","-","Ikonge"," - ","91.67/Kg","450.00","Nyamira","2023-05-28"
618,"Wheat","-","-","-","Kiminini - Kitale","100.00/Kg","125.00/Kg","200.00","Trans-Nzoia","2023-05-28"
619,"Wheat","-","-","-","Akala"," - ","100.00/Kg",NULL,"Siaya","2023-05-27"
620,"Wheat","-","-","-","Nakuru Wakulima","66.67/Kg"," - ",NULL,"Nakuru","2023-05-26"
621,"Wheat","-","-","-","Nyahururu Municipal Market","60.00/Kg","70.00/Kg","10000.00","Laikipia","2023-05-26"
622,"Wheat","-","-","-","Naivasha Market","80.00/Kg","100.00/Kg",NULL,"Nakuru","2023-05-26"
623,"Wheat","-","-","-","Mpeketoni","150.00/Kg","200.00/Kg","90.00","Lamu","2023-05-25"
624,"Wheat","-","-","-","Nakuru Wakulima","66.67/Kg"," - ","9900.00","Nakuru","2023-05-25"
625,"Wheat","-","-","-","Diani Market","120.00/Kg","130.00/Kg","3000.00","Kwale","2023-05-24"
626,"Wheat","-","-","-","Nyeri open air","66.67/Kg","90.00/Kg",NULL,"Nyeri","2023-05-24"
627,"Wheat","-","-","-","Nakuru Wakulima","66.67/Kg"," - ",NULL,"Nakuru","2023-05-24"
628,"Wheat","-","-","-","Nanyuki Open Air Market","68.89/Kg","80.00/Kg","3500.00","Laikipia","2023-05-24"
629,"Wheat","-","-","-","Chaka","66.67/Kg","90.00/Kg",NULL,"Nyeri","2023-05-24"
630,"Wheat","-","-","-","Maua","77.78/Kg","100.00/Kg","4050.00","Meru","2023-05-23"
631,"Wheat","-","-","-","Nakuru Wakulima","66.67/Kg"," - ",NULL,"Nakuru","2023-05-23"
632,"Wheat","-","-","-","Bondeni","77.78/Kg","250.00/Kg","90.00","Trans-Nzoia","2023-05-23"
633,"Wheat","-","-","-","Cheptiret - Uasin Gishu","90.00/Kg","100.00/Kg","3000.00","Uasin-Gishu","2023-05-23"
634,"Wheat","-","-","-","Eldoret Main","90.00/Kg","100.00/Kg","180.00","Uasin-Gishu","2023-05-23"
635,"Wheat","-","-","-","Naivasha Market","80.00/Kg","100.00/Kg",NULL,"Nakuru","2023-05-22"
636,"Wheat","-","-","-","Nakuru Wakulima","66.67/Kg"," - ",NULL,"Nakuru","2023-05-22"
637,"Wheat","-","-","-","Mwangulu","90.00/Kg","105.00/Kg","600.00","Kwale","2023-05-22"
638,"Wheat","-","-","-","Othaya","66.67/Kg","90.00/Kg","1800.00","Nyeri","2023-05-22"
639,"Wheat","-","-","-","Kiminini - Kitale","125.00/Kg","150.00/Kg","250.00","Trans-Nzoia","2023-05-21"
640,"Wheat","-","-","-","Ikonge"," - ","100.00/Kg","750.00","Nyamira","2023-05-21"
641,"Wheat","-","-","-","Mpeketoni","150.00/Kg","200.00/Kg","110.00","Lamu","2023-05-20"
642,"Wheat","-","-","-","Sega","80.00/Kg","100.00/Kg","300.00","Mombasa","2023-05-19"
643,"Wheat","-","-","-","Nakuru Wakulima","66.67/Kg"," - ",NULL,"Nakuru","2023-05-19"
644,"Wheat","-","-","-","Naivasha Market","80.00/Kg","100.00/Kg",NULL,"Nakuru","2023-05-19"
645,"Wheat","-","-","-","Nyahururu Municipal Market","61.11/Kg","65.00/Kg","10000.00","Laikipia","2023-05-19"
646,"Wheat","-","-","-","Cheptiret - Uasin Gishu","85.00/Kg","100.00/Kg","3000.00","Uasin-Gishu","2023-05-19"
647,"Wheat","-","-","-","Sega","80.00/Kg","100.00/Kg","500.00","Mombasa","2023-05-18"
648,"Wheat","-","-","-","Nakuru Wakulima","66.67/Kg"," - ",NULL,"Nakuru","2023-05-18"
649,"Wheat","-","-","-","Mpeketoni","150.00/Kg","200.00/Kg","125.00","Lamu","2023-05-18"
650,"Wheat","-","-","-","Nyeri open air","66.67/Kg","90.00/Kg",NULL,"Nyeri","2023-05-17"
651,"Wheat","-","-","-","Nanyuki Open Air Market","63.33/Kg","80.00/Kg","3500.00","Laikipia","2023-05-17"
652,"Wheat","-","-","-","Nakuru Wakulima","66.67/Kg"," - ",NULL,"Nakuru","2023-05-17"
653,"Wheat","-","-","-","Naivasha Market","80.00/Kg","100.00/Kg",NULL,"Nakuru","2023-05-17"
654,"Wheat","-","-","-","Chaka","61.11/Kg","80.00/Kg",NULL,"Nyeri","2023-05-17"
655,"Wheat","-","-","-","Mois Bridge","90.00/Kg","100.00/Kg","360.00","Uasin-Gishu","2023-05-16"
656,"Wheat","-","-","-","Maua","77.78/Kg","100.00/Kg","4500.00","Meru","2023-05-16"
657,"Wheat","-","-","-","Nakuru Wakulima","66.67/Kg"," - ",NULL,"Nakuru","2023-05-16"
658,"Wheat","-","-","-","Bondeni","88.89/Kg","130.00/Kg","90.00","Trans-Nzoia","2023-05-16"
659,"Wheat","-","-","-","Sega","100.00/Kg","100.00/Kg","500.00","Mombasa","2023-05-15"
660,"Wheat","-","-","-","Othaya","1.67/Kg","90.00/Kg",NULL,"Nyeri","2023-05-15"
661,"Wheat","-","-","-","Kiminini - Kitale","77.78/Kg","125.00/Kg","180.00","Trans-Nzoia","2023-05-14"
662,"Wheat","-","-","-","Mbale"," - ","314.47/Kg","200.00","Vihiga","2023-05-13"
663,"Wheat","-","-","-","Naivasha Market","80.00/Kg","100.00/Kg",NULL,"Nakuru","2023-05-13"
664,"Wheat","-","-","-","Nanyuki Open Air Market","61.11/Kg","75.00/Kg","2500.00","Laikipia","2023-05-13"
665,"Wheat","-","-","-","Mpeketoni","150.00/Kg","200.00/Kg","140.00","Lamu","2023-05-13"
666,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg"," - ",NULL,"Nakuru","2023-05-12"
667,"Wheat","-","-","-","Eldoret Main","90.00/Kg","100.00/Kg","2550.00","Uasin-Gishu","2023-05-12"
668,"Wheat","-","-","-","Maua","77.78/Kg","100.00/Kg","5400.00","Meru","2023-05-11"
669,"Wheat","-","-","-","Cheptiret - Uasin Gishu","85.00/Kg","90.00/Kg","3000.00","Uasin-Gishu","2023-05-11"
670,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg"," - ",NULL,"Nakuru","2023-05-11"
671,"Wheat","-","-","-","Kibuye"," - ","85.00/Kg",NULL,"Kisumu","2023-05-10"
672,"Wheat","-","-","-","Serem - Nandi","83.33/Kg","91.67/Kg","270.00","Nandi","2023-05-10"
673,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg"," - ",NULL,"Nakuru","2023-05-10"
674,"Wheat","-","-","-","Nyeri open air","66.67/Kg","90.00/Kg",NULL,"Nyeri","2023-05-10"
675,"Wheat","-","-","-","Kajiado Market","104.00/Kg"," - ","7000.00","Kajiado","2023-05-10"
676,"Wheat","-","-","-","Kitale Municipality Market","250.00/Kg","300.00/Kg","200.00","Trans-Nzoia","2023-05-09"
677,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg"," - ",NULL,"Nakuru","2023-05-09"
678,"Wheat","-","-","-","Bondeni","88.89/Kg","130.00/Kg","180.00","Trans-Nzoia","2023-05-09"
679,"Wheat","-","-","-","Eldoret Main","90.00/Kg","100.00/Kg","5400.00","Uasin-Gishu","2023-05-09"
680,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg"," - ",NULL,"Nakuru","2023-05-08"
681,"Wheat","-","-","-","Ikonge","72.00/Kg","80.00/Kg","730.00","Nyamira","2023-05-07"
682,"Wheat","-","-","-","Khayega","105.00/Kg","125.00/Kg","800.00","Kakamega","2023-05-07"
683,"Wheat","-","-","-","Diani Market","140.00/Kg","150.00/Kg","5000.00","Kwale","2023-05-06"
684,"Wheat","-","-","-","Mpeketoni","150.00/Kg","200.00/Kg","80.00","Lamu","2023-05-06"
685,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg"," - ",NULL,"Nakuru","2023-05-05"
686,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg"," - ",NULL,"Nakuru","2023-05-04"
687,"Wheat","-","-","-","Cheptiret - Uasin Gishu","75.00/Kg","85.00/Kg","3000.00","Uasin-Gishu","2023-05-04"
688,"Wheat","-","-","-","Kajiado Market","105.00/Kg"," - ","7500.00","Kajiado","2023-05-03"
689,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg"," - ",NULL,"Nakuru","2023-05-03"
690,"Wheat","-","-","-","Serem - Nandi","83.33/Kg","95.83/Kg","300.00","Nandi","2023-05-03"
691,"Wheat","-","-","-","Mowlem Market","75.00/Kg","97.50/Kg","960.00","Trans-Nzoia","2023-05-03"
692,"Wheat","-","-","-","Chaka","61.11/Kg","80.00/Kg",NULL,"Nyeri","2023-05-03"
693,"Wheat","-","-","-","Nyeri open air","66.67/Kg","90.00/Kg",NULL,"Nyeri","2023-05-03"
694,"Wheat","-","-","-","Bondeni","72.22/Kg","77.78/Kg","180.00","Trans-Nzoia","2023-05-02"
695,"Wheat","-","-","-","Maua","77.78/Kg","100.00/Kg","3600.00","Meru","2023-05-02"
696,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg"," - ","720.00","Nakuru","2023-05-02"
697,"Wheat","-","-","-","Kibuye"," - ","70.00/Kg",NULL,"Kisumu","2023-05-01"
698,"Wheat","-","-","-","Kiminini - Kitale","125.00/Kg","150.00/Kg","100.00","Trans-Nzoia","2023-04-30"
699,"Wheat","-","-","-","Ikonge"," - ","80.00/Kg","800.00","Nyamira","2023-04-30"
700,"Wheat","-","-","-","Nyahururu Municipal Market","55.56/Kg","60.00/Kg","1000.00","Laikipia","2023-04-28"
701,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg"," - ",NULL,"Nakuru","2023-04-28"
702,"Wheat","-","-","-","Marikiti"," - ","80.00/Kg",NULL,"Mombasa","2023-04-27"
703,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg"," - ",NULL,"Nakuru","2023-04-27"
704,"Wheat","-","-","-","Kitale Municipality Market","64.44/Kg","77.78/Kg","360.00","Trans-Nzoia","2023-04-27"
705,"Wheat","-","-","-","Nyeri open air","66.67/Kg","90.00/Kg",NULL,"Nyeri","2023-04-26"
706,"Wheat","-","-","-","Nanyuki Open Air Market","72.22/Kg","90.00/Kg","4500.00","Laikipia","2023-04-26"
707,"Wheat","-","-","-","Kitale Municipality Market","100.00/Kg","125.00/Kg","180.00","Trans-Nzoia","2023-04-26"
708,"Wheat","-","-","-","Sibanga","105.56/Kg","99.13/Kg","5500.00","Trans-Nzoia","2023-04-26"
709,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg"," - ",NULL,"Nakuru","2023-04-26"
710,"Wheat","-","-","-","Serem - Nandi","83.33/Kg","91.67/Kg","200.00","Nandi","2023-04-26"
711,"Wheat","-","-","-","Kajiado Market","104.50/Kg"," - ","7000.00","Kajiado","2023-04-26"
712,"Wheat","-","-","-","Mpeketoni","150.00/Kg","200.00/Kg","160.00","Lamu","2023-04-26"
713,"Wheat","-","-","-","Chaka","61.11/Kg","80.00/Kg",NULL,"Nyeri","2023-04-26"
714,"Wheat","-","-","-","Maua","77.78/Kg","100.00/Kg","4500.00","Meru","2023-04-25"
715,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg"," - ",NULL,"Nakuru","2023-04-25"
716,"Wheat","-","-","-","Kitale Municipality Market","100.00/Kg","125.00/Kg","200.00","Trans-Nzoia","2023-04-24"
717,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg"," - ",NULL,"Nakuru","2023-04-24"
718,"Wheat","-","-","-","Cheptiret - Uasin Gishu","85.00/Kg","100.00/Kg","3000.00","Uasin-Gishu","2023-04-24"
719,"Wheat","-","-","-","Mbale"," - ","285.71/Kg","200.00","Vihiga","2023-04-23"
720,"Wheat","-","-","-","Nakuru Wakulima","64.44/Kg"," - ","1530.00","Nakuru","2023-04-20"
721,"Wheat","-","-","-","Mpeketoni","150.00/Kg","200.00/Kg","180.00","Lamu","2023-04-20"
722,"Wheat","-","-","-","Mbale"," - ","280.90/Kg","400.00","Vihiga","2023-04-19"
723,"Wheat","-","-","-","Nyeri open air","66.67/Kg","85.00/Kg",NULL,"Nyeri","2023-04-19"
724,"Wheat","-","-","-","Cheptiret - Uasin Gishu","75.00/Kg","85.00/Kg","3000.00","Uasin-Gishu","2023-04-19"
725,"Wheat","-","-","-","Chaka","60.00/Kg","75.00/Kg",NULL,"Nyeri","2023-04-19"
726,"Wheat","-","-","-","Nakuru Wakulima","64.44/Kg"," - ",NULL,"Nakuru","2023-04-19"
727,"Wheat","-","-","-","Serem - Nandi","76.00/Kg","84.00/Kg","300.00","Nandi","2023-04-19"
728,"Wheat","-","-","-","Maua","83.33/Kg","100.00/Kg","900.00","Meru","2023-04-18"
729,"Wheat","-","-","-","Nakuru Wakulima","64.44/Kg"," - ",NULL,"Nakuru","2023-04-18"
730,"Wheat","-","-","-","Bondeni","65.56/Kg","77.78/Kg","180.00","Trans-Nzoia","2023-04-18"
731,"Wheat","-","-","-","Majengo Vihiga"," - ","303.95/Kg","300.00","Vihiga","2023-04-17"
732,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg"," - ",NULL,"Nakuru","2023-04-17"
733,"Wheat","-","-","-","Kangemi Market","66.67/Kg"," - ",NULL,"Nairobi","2023-04-17"
734,"Wheat","-","-","-","Ikonge"," - ","100.00/Kg","800.00","Nyamira","2023-04-16"
735,"Wheat","-","-","-","Mpeketoni","150.00/Kg","200.00/Kg","80.00","Lamu","2023-04-15"
736,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg"," - ","630.00","Nakuru","2023-04-13"
737,"Wheat","-","-","-","Cheptiret - Uasin Gishu","85.00/Kg","100.00/Kg","3000.00","Uasin-Gishu","2023-04-13"
738,"Wheat","-","-","-","Serem - Nandi","79.17/Kg","83.33/Kg","120.00","Nandi","2023-04-12"
739,"Wheat","-","-","-","Nanyuki Open Air Market","61.11/Kg","80.00/Kg","3500.00","Laikipia","2023-04-12"
740,"Wheat","-","-","-","Chaka","62.22/Kg","75.00/Kg",NULL,"Nyeri","2023-04-12"
741,"Wheat","-","-","-","Mbale"," - ","271.00/Kg","200.00","Vihiga","2023-04-11"
742,"Wheat","-","-","-","Maua","83.33/Kg","100.00/Kg","630.00","Meru","2023-04-11"
743,"Wheat","-","-","-","Nakuru Wakulima","64.44/Kg"," - ",NULL,"Nakuru","2023-04-11"
744,"Wheat","-","-","-","Bondeni","88.89/Kg","130.00/Kg","400.00","Trans-Nzoia","2023-04-11"
745,"Wheat","-","-","-","Kitale Municipality Market","100.00/Kg","125.00/Kg","200.00","Trans-Nzoia","2023-04-11"
746,"Wheat","-","-","-","Kibuye"," - ","75.00/Kg",NULL,"Kisumu","2023-04-10"
747,"Wheat","-","-","-","Mwangulu","90.00/Kg","100.00/Kg","1650.00","Kwale","2023-04-10"
748,"Wheat","-","-","-","Othaya","66.67/Kg","100.00/Kg","2100.00","Nyeri","2023-04-10"
749,"Wheat","-","-","-","Eldoret Main","85.00/Kg","100.00/Kg","5400.00","Uasin-Gishu","2023-04-10"
750,"Wheat","-","-","-","Mbale"," - ","269.54/Kg","200.00","Vihiga","2023-04-09"
751,"Wheat","-","-","-","Kiminini - Kitale","125.00/Kg","140.00/Kg","200.00","Trans-Nzoia","2023-04-09"
752,"Wheat","-","-","-","Khayega","112.50/Kg","127.50/Kg","380.00","Kakamega","2023-04-09"
753,"Wheat","-","-","-","Mbale"," - ","264.55/Kg","180.00","Vihiga","2023-04-08"
754,"Wheat","-","-","-","Molo","110.00/Kg","120.00/Kg","3200.00","Nakuru","2023-04-08"
755,"Wheat","-","-","-","Serem - Vihiga"," - ","113.64/Kg","300.00","Vihiga","2023-04-08"
756,"Wheat","-","-","-","Nanyuki Open Air Market","61.11/Kg","90.00/Kg","4500.00","Laikipia","2023-04-08"
757,"Wheat","-","-","-","Molo","110.00/Kg","120.00/Kg","3000.00","Nakuru","2023-04-06"
758,"Wheat","-","-","-","Maua","83.33/Kg","100.00/Kg","540.00","Meru","2023-04-06"
759,"Wheat","-","-","-","Kibuye"," - ","75.00/Kg",NULL,"Kisumu","2023-04-05"
760,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg"," - ",NULL,"Nakuru","2023-04-05"
761,"Wheat","-","-","-","Chaka","61.11/Kg","90.00/Kg",NULL,"Nyeri","2023-04-05"
762,"Wheat","-","-","-","Bondeni","88.89/Kg","125.00/Kg","200.00","Trans-Nzoia","2023-04-04"
763,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg"," - ",NULL,"Nakuru","2023-04-04"
764,"Wheat","-","-","-","Kitale Municipality Market","200.00/Kg","250.00/Kg","200.00","Trans-Nzoia","2023-04-04"
765,"Wheat","-","-","-","Eldoret Main","90.00/Kg","100.00/Kg","2700.00","Uasin-Gishu","2023-04-04"
766,"Wheat","-","-","-","Molo","120.00/Kg","140.00/Kg","5340.00","Nakuru","2023-04-04"
